#station,latitude,longitude,elevevation
CNPP,33.8576342423075,-117.608923799539,300.308300493571
CON2,-77.53459,167.08547,3403
COON,40.652590738928,-112.121013243641,1610.0158360675
COPR,34.4149100339882,-119.879530462963,-22.8253976774338
CORV,44.5855351954922,-123.304605505356,105.599409547013
CORX,32.415375024371,-117.248187396668,74.2666833959599
COTE,-77.8059,161.9978,1878.1
COTM,29.39383973,-94.9981992,-18.5482
CPBN,35.0717355300892,-117.573025544118,835.85478037996
CPXX,46.8400847512931,-122.256520010306,533.615239709753
CRAR,-77.848,166.6682,-19.16
CRBT,35.7916139684485,-120.750759033346,205.453245905774
CRDI,-82.8615,-53.1991,943.3
CRHS,33.8235066073882,-118.27277106589,-23.6226985768139
CRLR,18.4166866152979,-68.936904992593,-5.53823801218592
CRRS,33.0698086035221,-115.735044214896,-81.8781373600223
CRSE,18.768077857156,-69.043709320354,86.6124016441396
CRU1,34.0292627178896,-119.78481630668,702.195673649292
CSCI,34.168405471557,-119.038985505339,70.8629511876868
CSHR,46.8707270857197,-121.732431701573,2882.34265927883
CSPS,-31.2084545,-69.6365451,2419.1
CSST,34.4080924022847,-119.371254583659,162.50106196938
CTDM,34.5165511045407,-118.61321474971,406.089068028127
CTMS,34.1241011120369,-116.370428116944,966.499012786366
CUC1,7.93227584471729,-72.512813414456,321.163394264408
CUPR,18.307439789413,-65.282515096486,-30.3938169325073
CVMS,35.5414214799352,-89.6435121701355,72.9450771645015
DAEX,32.2245016616317,-115.41921134369,399.31645522299
DANE,74.3119470440945,-20.1998283698877,177.092182460327
DCPS,24.302785,91.778251,-14
DCUT,40.4127635403262,-111.527569288152,1797.28432357418
DDSN,43.11879078863,-123.244243170138,953.096842982234
DEN1,29.5104,-95.258,-17.2
DEN2,29.5049,-95.254,-18.1
DEN3,29.493739,-95.254664,-19.5
DEN4,29.5002,-95.2297,-20.2
DGJG,71.7865337915248,-29.8502069853737,1494.16599510482
DHL1,33.3923,-115.7873,-25
DIXN,38.4687153983767,-121.828644309491,-9.14367037388259
DKSG,76.3516210835583,-61.6776736310572,609.772230152462
DLPA,28.983677743,82.817884477,2535
DLUZ,33.4305887841688,-117.307223502774,212.73565657569
DNTH,-78.07859,163.98413,912.7
DOMI,15.306214558284,-61.3890861645112,-21.2171915950306
DSSC,33.7333325179575,-116.712093055079,1660.89084016158
DUPT,-64.8049444,-62.8169056,40
E1G2,-77.530376901,167.139552619,3654.3545
ECFS,33.6476861806004,-117.411698859035,801.412700495542
ECHO,37.9155329578955,-114.26424962143,1684.11317938071
ECSD,43.7336994649981,-96.6140088090977,444.357844843719
EDPP,34.9461953622444,-118.830412052234,379.854679754726
EGAN,39.3452429806116,-114.938856659821,1998.28081819667
ELEN,16.9160561730248,-89.8676144128797,118.140409733633
ELKO,40.9146897282926,-115.817200436597,2016.89844117138
ELLY,33.5834997158788,-118.128789462426,-2.87158032793931
ELMA,12.4658356272701,-86.6747500628384,445.235004018944
ELVI,10.3946956948193,-85.445806330498,81.8624626761293
EMIG,44.0743852206254,-112.927471771385,1946.04063423561
EOUT,41.2531959781151,-111.928910493837,1677.85072770744
EPZA,10.1409382883326,-85.5680646440363,668.630011805506
ESN1,40.5963,28.9223,2
EWPP,34.1041999369299,-117.525589195145,330.486542148134
EYAC,60.5487057407284,-145.749863253783,146.050223176259
FALL,-85.3064,-143.6317,262.1
FCDE,25.617248,-80.305372,1
FCHO,25.908024,-80.124811,1
FCI1,25.905676,-80.137468,2
FCI2,25.905859,-80.13836,1
FERN,35.3418715095695,-112.454738735184,1767.92404783254
FGST,34.7330119976822,-120.009386376788,904.091892123618
FIE0,-76.14459329,168.42352848,153.7055
FLM5,-77.532729597,160.271408855,1869.8231
FMVT,34.3563385263371,-118.884036241879,617.006192586247
FONP,-65.24542353,-61.64680086,65.4673
FOOT,39.3693961584341,-113.805375165426,1547.39749659148
FORE,40.5118959914425,-111.380329895398,1796.6755753297
FOS1,-71.31334,-68.32084,158.8
FRED,36.9883314080972,-112.499219085409,1529.7311281475
FRKI,-76.1644,168.3828,0
FS63,61.469686,-149.723263,42.283
FS82,61.548686,-149.816086,64.016
FTP4,-78.9277,162.5647,243.2
GANJ,40.68038,46.3613,443.499
GARL,40.4165261321349,-119.355459340384,1640.24326319006
GCEA,19.2930205480073,-81.3780243714507,16.0623116945481
GCFS,19.3128624032943,-81.18353396808,-10.7346330927384
GLDK,-72.23305,-100.58758,55.7
GLRS,33.2748116430041,-115.521373409964,-48.6378928024944
GLS1,66.4793959439,-46.3101516098,2150
GLS2,69.0920641768,-39.6471727984,2917
GLS3,77.4316951304,-51.1080499792,2480
GMEZ,-73.88546717,-68.53646064,1420.255
GMMA,77.8094257395446,-19.6521183450388,521.832362821895
GMPK,33.0510845840224,-114.827346813051,591.19484939757
GMRC,34.7839969346876,-115.660230870442,1298.20889878936
GNPS,34.3085557824546,-114.189451529645,232.396917667277
GOBS,45.8388180316741,-120.814677818528,621.476281073912
GOSH,40.6401679741186,-114.179700017922,1560.20798706312
GOUT,39.9137374997116,-111.896515147878,1509.35126865239
GR8R,36.3990156108366,-120.415733488834,206.042475286063
GRE1,12.2217551455037,-61.6404471684725,16.3041645490356
GRNX,63.8354979157553,-148.978194409103,594.46602789824
GROK,78.4426991488511,-22.903765366831,1045.93433111463
GRRG,42.9377762303639,-111.42163496631,2198.37582561483
GRS2,34.358,-106.6794,1576
GRZA,9.9155221165262,-85.6356164370872,39.7730132524748
GTRG,43.2440910462798,-113.24121511156,1539.13443389995
GUAT,14.5904045466212,-90.5201824349575,1519.87305257451
GUAX,28.8840622662455,-118.289689294328,40.4909151524232
GV01,0.78241,-91.113379,1043.7
GV02,-0.814719,-91.132932,946.1
GV03,-0.797816,-91.132934,926.1
GV04,-0.811486,-91.138058,945.2
GV05,-0.804939,-91.12121,911.7
GV06,-0.834338,-91.128062,969.6
GV07,-0.840524038,-91.128062,1027.701
GV08,-0.841994,-91.134409,904.8
GV09,-0.837283,-91.147363,1037.3
GV10,-0.849254,-91.151047,1046.1
GV11,-0.9477,-90.9554,11
GZ20,-84.253773,-165.599434,52.8
HAAG,-77.038,-78.2871,1172.6
HALK,41.05883,28.78633,157.6
HATI,10.2921973339829,-85.7100622578846,58.7371104916442
HCES,36.3326049632442,-89.1717686220838,77.9263019015346
HCMN,34.7547735676035,-116.430077243396,568.763767743298
HCRO,40.8159170470922,-121.469901445121,1000.10781031823
HDIL,40.5558859021654,-89.2939904688256,199.91937891135
HEL2,66.4011576744826,-38.2157071355309,424.974678219387
HERH,12.60931371334,-86.8310082809515,739.498434085319
HETA,27.41456,85.05387,415
HIVI,34.759920908038,-117.799456623359,930.884995428366
HJOR,63.4182102865377,-41.14786985073,762.703361480332
HLNE,-35.004639,-71.744833,50.915
HMBG,73.6759821863349,-28.1290715089872,1322.91278620685
HNPS,33.7050054225222,-115.63533723487,393.946726592965
HOG2,-77.5316,166.9326,2107
HOGS,35.8667174813871,-120.479501083923,762.879053355412
HOWE,-87.4157,-149.4335,2584.7
HOWN,-77.528,-86.7673,1478.5
HPIG,43.7132788190044,-113.100130798609,2640.71233278184
HRDG,81.8798321971045,-44.5173772326413,718.408857259819
HSMN,29.800355,-95.469616,2.9
HTON,-74.08001,-61.73059,950.5
HUA2,10.0177309642453,-85.3516939412268,594.259667688158
HUGO,-64.96258,-65.66756,20
HUNT,35.880812712486,-120.402386108974,449.351160302881
HURR,37.06388,-113.57473,924
HVWY,44.6136004780967,-110.53596446708,2406.85191787848
HVYS,34.4412327942035,-119.187545906391,373.950038101334
HWFG,43.9274516898779,-113.096672068058,1716.25073247635
HWUT,41.607240186679,-111.565117645662,1714.95299614018
I40A,34.7273241866822,-115.911450479456,765.321779608471
IAGX,29.0265602707981,-113.171878190269,152.43886997879
IBEX,35.848388,-116.367834,700.4
ICIG,44.3303390237892,-112.941497037443,2502.43992779894
ICPS,24.403792,92.037719,20
IFR1,33.513937,-5.125524,1710
IID2,32.7061683889614,-115.031804043355,9.7663637967145
IMPS,34.1575626405358,-115.145101592793,563.241320027288
IND1,9.86462417475228,-85.5021969700394,75.2548003231565
INMN,-74.820865,-98.880456,678
ISCO,5.54434905702085,-87.055827182385,10.3617329020623
ISGN,34.932189,-4.548291,1640
ISLK,35.6622712600338,-118.474304014924,823.383015708169
JCFI,12.6837445938007,-86.8282679585549,44.1317735688775
JFWS,42.9142714678556,-90.2481082591263,293.612988154885
JGBL,82.2087586258669,-31.0042055846711,753.25905929041
JIR2,27.657,86.186,3061
JME2,18.2350476892307,-72.5384062295287,-8.41187660593645
JMEL,18.2347085802772,-72.5363289403369,6.69734050487354
JMLA,29.27781759,82.192570464,2411.2
JNSN,-73.0765,-66.10219,1374
JURI,24.498418,92.135305,-30
JWLF,83.1116536095167,-45.1198408273651,112.876689704843
KAGA,69.2223016943193,-49.8146318023566,150.003466842181
KAGZ,79.1319586960202,-65.8529623378585,86.6283134179275
KALW,23.197,94.304,64.488
KBRC,34.3985296951511,-119.00820243923,370.496760171618
KBUG,65.1436825654782,-41.1575467571682,290.718141358391
KCHI,24.9314,67.1129,8.9
KEPA,-54.29524,-36.51426,346
KGPS,24.1862,91.61859,-27.401
